ImageId,EncodedPixels
test_mask_95,1253 1 10119 1 15831 1 16088 1 16102 1 16128 1 16346 1 16351 1 16382 2 16414 1 16418 1 16584 2 16595 1 16600 2 16626 1 16632 1 16668 1 16829 1 16834 2 16840 2 16845 1 16873 1 16876 1 17091 2 17122 3 17346 1 17592 1 17596 1 17624 1 17842 1 17847 1 17879 1 17881 1 18052 1 18131 1 18595 1 18604 1 18831 1 18847 1 19332 1 19339 1 19347 1 19378 1 19554 1 20056 1 20305 1 20567 1 21299 1 21800 3 22052 2 22302 1 22305 1 22548 1 22553 2 22557 1 22566 1 22803 2 24304 1 24548 1 25552 1 25801 2 25804 1 26051 2 26298 1 26300 4 26550 2 26554 1 26800 1 27288 2 27539 1 29786 1 30288 1 30316 1 30535 1 30537 1 31303 2 31314 1 40069 2 40815 1 40828 1 41667 1 41820 1 43628 1 43872 1
test_mask_96,1253 1 1425 1 12368 1 13838 1 13869 1 13874 1 14088 1 14119 1 14344 1 14375 2 15846 1 16087 2 16102 2 16108 1 16130 1 16320 1 16336 1 16351 2 16356 1 16376 1 16382 2 16570 1 16584 1 16601 1 16606 1 16626 1 16632 2 16834 1 16841 3 16845 1 16873 2 16877 1 17091 3 17106 1 17122 2 17342 2 17359 1 17373 2 17592 2 17596 1 17598 1 17600 1 17603 1 17609 1 17624 1 17816 1 17840 1 17842 2 17847 5 18066 2 18069 1 18084 1 18099 2 18317 5 18343 2 18346 1 18348 1 18350 1 18375 1 18568 3 18572 1 18585 1 18595 1 18597 1 18600 2 18604 2 18815 2 18818 5 18831 1 18848 1 19068 1 19070 2 19315 2 19320 2 19339 1 19347 1 19370 1 19565 1 19569 3 19574 1 19800 1 19815 3 19819 3 19843 1 20048 1 20063 2 20068 3 20088 1 20314 2 20318 3 20548 1 20555 1 20563 2 20566 5 20574 1 20810 2 20814 3 20837 1 21065 2 21071 1 21093 1 21299 1 21314 3 21556 4 21561 2 21564 2 21567 2 21800 3 21805 3 21814 1 21816 5 22052 2 22066 4 22302 1 22304 2 22307 2 22314 6 22548 1 22550 1 22553 2 22557 1 22564 6 22800 1 22803 1 22805 1 22809 2 22815 3 23054 1 23060 2 23308 2 23311 1 23315 2 23554 2 23559 2 23564 1 23800 1 24054 1 24056 2 24196 1 24298 1 24303 2 24439 1 24445 1 24548 1 24553 1 24811 1 25299 1 25801 2 26051 2 26054 1 26300 1 26302 3 26550 2 26553 2 26800 1 27059 1 29802 1 30059 1 30298 1 30303 1 30307 1 30551 1 31302 1 31304 2 32802 1 34307 1 39070 1 39570 1 39820 1 40068 1 40070 1 40319 1 40815 1 40828 1 41069 1 41074 1 41316 1 41320 1 41326 1 41820 2 41833 1 42069 2 42072 1 42584 1 42825 1 43820 1
test_mask_97,1253 1 16584 1 16601 1 16841 1 17091 2 17598 1 17629 1 17843 1 17847 5 17853 1 17873 1 17876 1 17878 5 17885 1 18098 3 18129 4 18344 2 18347 2 18350 2 18355 1 18375 1 18377 1 18379 1 18381 1 18593 1 18595 3 18600 2 18603 3 18624 1 18626 1 18628 1 18631 2 18635 1 18845 1 18848 2 18879 1 18881 1 19097 1 19100 2 19128 1 19130 3 19339 1 19347 1 19370 1 19378 2 19569 2 19591 1 19598 2 19601 1 19630 1 19663 1 19820 2 19874 1 19893 1 19903 1 19916 1 20064 1 20088 1 20119 1 20154 1 20320 1 20563 1 20566 5 20574 1 20579 1 20586 1 20589 1 20592 1 20617 1 20626 1 20629 1 20648 2 20651 2 20660 1 20837 1 20840 1 20842 1 20865 1 20868 1 20871 1 20873 1 20896 1 20902 1 21087 1 21093 1 21118 1 21124 1 21155 1 21159 1 21315 1 21556 1 21558 2 21562 1 21564 1 21590 1 21621 1 21681 2 21684 1 21800 1 21806 2 21816 4 21925 4 21930 3 22052 1 22066 4 22177 2 22307 2 22315 5 22430 1 22432 2 22553 3 22557 1 22565 5 22673 1 22678 2 22682 1 22803 1 22809 2 22815 3 22928 1 22934 1 23054 2 23061 1 23185 1 23308 2 23311 2 23425 1 23554 1 23559 2 23563 1 23684 1 23690 1 23694 2 23800 1 23805 2 23812 1 23932 1 23939 1 24052 1 24054 1 24056 2 24174 1 24182 1 24298 1 24302 4 24307 3 24432 1 24439 2 24548 1 24553 3 24558 2 24673 1 24684 1 24689 1 24692 1 24808 4 24923 1 24934 3 24941 2 25056 1 25173 1 25299 1 25552 1 25677 3 25801 2 25804 1 25926 1 26051 4 26176 2 26298 1 26300 5 26426 1 26440 1 26550 2 26553 2 26690 1 26692 1 26800 2 26943 1 27176 1 27433 1 27441 2 27444 1 27692 1 28431 1 28681 1 28931 1 29429 1 29434 1 29442 1 29465 1 29692 1 30190 2 30300 1 30440 2 30535 1 30715 1 30718 1 31298 1 31302 1 31458 1 31548 1 31710 1 32048 1 32050 1 32454 1 32460 1 32701 1 32704 1 32709 1 32801 1 33298 1 33302 1 33458 1 33460 2 33548 1 33801 1 34050 3 34205 1 34207 1 34301 1 34455 1 36052 1 39556 1 40815 1 40819 1 41068 3 41072 1 41074 1 41076 1 41316 1 41320 1 41326 1 41567 1 41817 1 41820 2 42068 2 42072 1 42315 1 42320 3 42570 2 42577 1 42815 3 42825 1 42827 2 42835 1 43075 1 43078 1 43570 1 44069 2 44319 2 44326 2
test_mask_98,1253 1 1456 1 13806 2 13812 1 13869 1 13874 1 14119 1 14370 1 14620 1 14804 1 14869 1 15053 2 15084 1 15804 1 15831 1 15862 1 15869 1 15878 1 16081 1 16088 1 16102 1 16119 1 16128 1 16320 1 16339 1 16351 2 16548 1 16553 2 16564 1 16584 2 16595 1 16616 1 16626 1 16798 1 16810 2 16829 1 16834 2 16840 2 16845 1 16866 1 16871 1 16873 1 16876 1 17060 2 17091 2 17122 2 17154 1 17327 1 17346 1 17374 1 17624 1 17819 1 17842 1 17847 1 17850 1 17873 1 17916 1 18076 1 18099 2 18162 1 18324 1 18346 2 18573 2 18600 1 18604 1 18800 1 18823 2 18831 1 18848 1 19332 1 19339 1 19347 1 19370 1 19535 2 19538 2 19566 2 19589 1 19598 2 19661 1 19663 1 19782 1 19789 2 19831 1 19924 2 19934 1 20028 1 20057 1 20086 1 20088 1 20185 1 20276 1 20283 4 20335 1 20429 2 20535 2 20579 1 20586 2 20592 1 20598 1 20660 1 20680 2 20683 1 20686 1 20777 1 20784 1 20806 1 20814 1 20826 1 20829 1 20834 1 20837 1 20840 1 20842 1 20845 1 20933 2 21033 1 21036 1 21044 1 21066 1 21075 1 21087 1 21093 1 21536 1 21558 3 21567 1 21585 1 21684 1 21786 1 21788 1 21955 1 22036 1 22038 1 22284 1 22286 1 22288 1 22307 3 22316 1 22534 1 22536 1 22538 1 22785 2 27289 1 29788 1 30288 1 30535 1 30537 1 31288 1 32300 1 33788 1 34034 1 34038 1 34535 1 35034 1 35038 1 35288 2 36036 1 39800 1 40815 1 40819 1 41068 2 41071 2 41074 1 41316 1 41320 1 41326 2 41800 1 41817 1 41820 2 41823 1 41827 1 42069 1 42072 1 42080 1 42307 1 42315 1 42319 4 42570 2 42577 1 42816 1 42825 1 42827 2 43078 1 43252 1
test_mask_99,1253 1 10166 1 10213 1 11461 1 12415 1 12462 1 13214 1 13963 1 13968 1 14119 1 14182 1 14213 1 14459 1 14713 1 14943 1 14963 1 15209 2 15216 1 15717 2 16463 1 16721 1 16965 1 16967 1 17216 2 17247 1 18569 1 19466 1 19568 3 19724 1 20314 1 20319 2 20567 3 20723 1 20748 2 20810 1 20815 1 20990 1 20993 1 20996 1 20998 1 21249 1 21315 1 21791 1 21801 2 22052 1 22303 1 22548 1 22553 2 22803 1 23554 1 39054 1 39800 1 39820 1 40053 1 42057 1 51002 1 51384 1 51456 1 53411 1 53660 1 53663 1 54159 1
test_mask_100,171 1 1253 1 1456 1 11620 1 11875 1 13124 1 13837 1 13874 1 14588 2 14838 1 16320 1 16605 1 16810 2 16829 1 16841 2 16845 1 17061 1 17091 2 17342 1 17916 1 18051 2 18083 1 18415 1 18553 1 18574 1 18582 1 18800 1 19538 2 19567 1 19694 2 19934 1 19937 2 19942 1 20185 1 20315 1 20440 1 20449 1 20561 1 20566 2 20673 1 20681 1 20683 1 20808 1 20810 3 20933 1 21056 1 21061 1 21065 1 21557 3 21567 1 21786 1 21801 2 21813 1 22034 1 22036 1 22052 2 22287 2 22303 2 22307 2 22316 1 22536 1 22538 1 22553 2 22557 1 22566 1 22785 1 22787 1 22808 2 23039 1 23299 1 23309 1 23538 1 23778 1 24298 1 24302 3 24554 1 25299 2 25788 1 25802 1 26037 2 26287 2 26298 1 26301 1 26532 1 26537 1 26550 2 26785 1 26787 1 27038 2 27288 2 27538 3 28034 2 28043 1 28285 2 28786 1 29536 1 29786 1 29788 2 30034 1 30037 1 30284 1 30287 2 30294 1 30535 3 30788 1 31034 1 31041 1 31286 1 31289 1 31296 1 31301 1 31542 1 31796 1 32050 1 32299 1 33042 1 33301 2 33802 1 34051 2 39820 1 40068 1 40070 1 40319 1 40570 1 40815 1 40828 1 40835 1 41069 1 41072 1 41074 1 41076 1 41320 1 41326 2 41820 2 41827 1 42070 1 42072 1 42322 1 42570 2 42825 1 43078 1 43628 1
test_mask_101,1253 1 17822 1 18083 1 18579 1 18585 1 19069 2 19568 3 19816 2 19819 2 20060 1 20068 1 20314 6 20414 1 20566 4 20808 2 21316 1 21556 1 21559 1 21800 2 21803 5 22051 3 22302 4 22308 1 22548 1 22550 1 22553 2 22558 2 22800 1 22803 4 23053 3 23300 1 24548 1 24550 1 26045 1 26295 1 26542 1 28300 1 30050 1 32050 1 39800 1 40050 1 40052 1 40059 1 40301 1 40559 1 40807 1 41052 2 41800 1 41802 1 42053 2 42319 2 42827 1 43062 1 43070 2 43074 2 43315 1 43565 1 43569 3 43581 1 43818 2 43833 1 44067 4 44074 2 44083 1 44318 3 44325 3 44577 1 44585 1 44835 1 47862 1 47864 1
test_mask_102,1253 1 10088 1 11336 1 12575 1 13089 1 13838 1 13869 1 13874 1 14088 1 14119 1 14365 1 15115 1 15804 1 16320 2 16338 1 16351 2 16584 1 16590 1 16601 2 16606 1 16810 2 16829 1 16834 1 16840 3 16845 1 17091 2 17109 1 17593 1 17598 1 17807 1 17818 1 17848 1 17916 1 18052 1 18067 3 18193 1 18287 1 18314 1 18319 2 18346 1 18548 1 18553 1 18568 3 18574 1 18604 2 18785 1 18787 1 18800 2 18803 1 18816 4 18855 1 19038 2 19054 2 19289 1 19311 1 19315 1 19339 1 19341 1 19347 1 19536 1 19538 2 19554 1 19558 2 19566 5 19809 2 19812 2 19925 1 20028 1 20060 2 20182 1 20284 1 20286 1 20293 1 20307 2 20314 1 20430 1 20535 1 20558 5 20566 2 20776 1 20792 1 20808 4 21036 1 21278 1 21285 1 21786 1 21791 2 21803 1 22053 1 22286 2 22534 1 22537 2 22553 1 22784 2 22787 1 22789 1 23038 2 23288 2 23545 1 23770 1 23793 1 24028 1 24044 1 24546 1 25776 1 26537 1 27288 2 27539 1 27778 1 28712 1 29536 1 29786 1 29788 1 30038 1 30287 2 30535 1 30537 1 30788 1 31215 1 31286 1 31288 1 32050 1 32300 1 32303 1 33301 2 39800 1 40112 1 42381 1 42412 1 42602 1 42634 1 42664 1
test_mask_103,1253 1 13869 1 13874 1 14119 1 14370 1 14620 2 14869 1 14871 1 15115 1 15119 1 15862 1 15868 2 15877 2 16102 1 16108 1 16112 1 16118 2 16128 1 16351 2 16366 1 16378 1 16382 1 16584 1 16607 1 16610 1 16616 1 16620 1 16626 1 16663 1 16834 1 16841 1 16856 2 16860 1 16864 3 16871 4 16876 1 17091 1 17106 4 17122 3 17154 1 17358 1 17373 2 17592 2 17596 1 17604 1 17608 2 17623 2 17839 1 17842 1 17847 5 17856 1 17859 2 17864 1 17871 1 17873 1 18083 1 18090 3 18099 2 18106 2 18114 1 18333 1 18341 1 18343 5 18350 2 18354 3 18360 1 18366 1 18582 1 18585 1 18592 2 18595 3 18600 2 18604 2 18613 2 18831 1 18846 1 18848 1 18854 3 18862 1 19108 1 19332 1 19339 3 19347 1 19356 1 19363 2 19370 1 19570 1 19598 1 20064 1 20070 2 20088 1 20314 1 20563 1 20566 3 20570 1 20586 1 20589 1 20592 1 20809 3 20837 1 20840 1 21061 1 21066 2 21093 1 21315 1 21556 7 21566 3 21584 1 21801 1 21810 2 21813 1 21816 4 22052 1 22059 2 22066 4 22306 4 22314 4 22553 1 22557 2 22561 1 22565 5 22808 2 22814 3 23060 2 23308 2 23316 1 23559 1 23563 2 23800 1 23805 2 24054 1 24304 1 24548 1 24553 2 24559 1 24809 3 25561 1 30067 1 39800 1 40050 1 40053 1 40321 1 40800 1 41052 1 41068 1 41071 1 41074 3 41326 1 41551 1 41553 1 41667 1 41800 3 41821 1 41823 1 41825 1 42051 1 42054 1 42072 2 42319 1 42322 1 42553 1 42817 1 42825 1 42827 1 43078 1 43252 1 43570 1 43819 1 44068 2
test_mask_104,1253 1 23585 1 23632 1 23835 1 23841 1 23864 1 24083 2 24331 1 24333 4 24338 1 24351 1 24365 1 24584 2 25096 1 25816 4 25822 1 26067 4 26073 1 26315 1 26318 3 26550 1 26568 2 26572 1 26805 1 26818 3 27065 2 27069 2 27316 5 27559 1 27567 4 27810 1 28064 2 28305 1 28308 1 28316 2 28558 2 28563 1 28808 1 29550 2 29553 2 29801 3 30052 1 30054 2 30058 1 30298 1 30300 1 30303 2 30307 1 30535 1 30553 1 30798 1 30804 1 31051 1 31302 1 31452 1 31459 1 31799 1 32301 1 32716 1 34051 2 35288 1 37786 1 37788 1 38038 1 38285 1 38287 1 38539 1 39038 1 41801 1 42038 1 42835 1 47306 1 47809 1 48076 1 48819 1 48824 1 49069 1 49076 1 49317 2 49551 1 49567 3 49574 1 49807 1 49819 1 49822 1 49830 1 50065 1 50069 2 50072 1 50075 1 50080 1 50320 3 50326 1 50565 4 50571 1 50573 1 50575 2 50581 1 50823 1 50828 1 50833 1 50836 1 50873 1 51083 1 51320 2 51336 1 51569 1 51582 1 51621 2 51819 2 51877 1 52064 1 52067 4 52077 1 52081 2 52084 2 52124 1 52327 1 52620 1
test_mask_105,1253 1 19569 2 19820 1 20316 1 20336 1 20367 1 20566 2 20584 1 20587 1 21058 1 21553 1 21556 1 21559 1 21562 1 21800 1 21805 2 22052 2 22069 1 22304 1 22307 1 22317 3 22553 2 22557 1 22568 2 22801 1 22803 1 22805 1 23054 1 23312 1 23554 2 23559 2 23564 1 23800 1 23802 1 23804 1 24052 3 24298 1 24302 3 24548 1 24552 4 24800 1 24810 1 25299 2 25552 1 25801 2 25804 1 26051 2 26054 1 26300 5 26315 1 26550 1 26553 2 26805 1 28294 3 28305 1 28311 1 28556 1 28558 1 29303 1 29306 1 29309 1 30044 1 30059 1 30296 1 30298 1 30304 1 30307 2 30542 1 31050 2 31302 1 31551 1 31803 1 32053 1 32298 1 32301 1 32303 2 32548 1 33050 1 33554 1 34051 1 34300 1 36046 1 38046 1 39800 1 40326 1 40567 1 40827 1 41052 1 41068 2 41074 2 41302 1 41316 1 41320 1 41567 1 41800 3 41823 2 41829 1 41831 1 41833 1 41835 1 42052 3 42069 1 42072 1 42080 1 42315 1 42325 2 42330 1 42815 3 42825 1 42831 1 42835 1 43075 1 43078 1 43314 3 43322 1 43565 1 43569 2 43585 1 43819 1 43823 1 44063 1 44068 3 44075 1 44317 4 44325 2 44332 1 44815 1 44830 1 45067 4 45317 4 45566 3 45814 7 45830 1 46065 2 46069 1 46080 1 46315 1 46566 2 46581 1 46583 1 46817 1 46833 1 49601 1 49850 2 50100 1 50597 1 51374 1 51378 1
test_mask_106,1253 1 17871 1 17873 1 17879 1 18131 1 18375 1 18624 1 18635 1 19370 1 19619 1 19622 1 19874 1 20119 1 20356 1 20367 1 20620 4 20657 1 20664 1 20858 2 20868 1 21106 1 21118 1 21121 1 21124 1 21366 1 21615 1 21617 1 21619 1 21621 2 21867 1 21874 1 22359 1 22370 2 22616 1 22619 3 22854 1 22871 1 23110 1 23614 1 23864 3 24112 1 24366 1 24613 1 24615 2 24858 1 25108 1 25606 4 25856 2 26107 1 26355 1 26605 1 29334 1 29337 2 29849 2 30078 1 30089 1 30098 1 30338 2 30347 4 30590 1 30600 1 31075 1 31340 2 31582 1 31585 1 31587 2 31833 1 31837 1 32081 1 32084 1 32089 1 32329 1 32331 1 32334 2 32340 1 32579 1 32582 1 32584 1 32592 1 32834 2 32839 1 33332 1 33334 1 33336 1 33343 1 33584 1 33832 1 33834 1 34082 2 34105 1 34355 1 40112 1 40115 1 40616 1 41114 2 41137 1 41358 1 41366 1 41859 1 41863 2 42113 1 42135 1 42378 1 42381 1 42384 2 42615 1 42634 1 42880 1 42886 1 43122 1 43124 1 43375 1 43624 1 43632 1
test_mask_107,1253 1 15872 1 16122 1 16351 2 16371 1 16373 1 16584 1 16601 2 16606 1 16621 1 16626 1 16841 2 16871 1 17091 2 17598 1 17822 1 17847 1 17850 1 18067 2 18070 1 18084 1 18099 2 18318 3 18569 2 18572 1 18600 1 18604 2 18816 3 18850 1 19069 3 19100 1 19315 2 19320 1 19339 1 19347 1 19565 1 19567 5 19663 1 19815 3 19819 2 20064 1 20068 3 20314 2 20318 2 20414 1 20461 1 20476 1 20555 1 20563 1 20566 5 20574 1 20668 1 20720 1 20809 1 20814 1 21065 3 21315 3 21553 1 21556 1 21558 2 21564 1 21567 2 21800 3 21804 2 21807 1 21811 1 21816 4 22051 3 22067 2 22302 4 22307 2 22315 3 22548 1 22550 1 22553 3 22557 1 22565 3 22569 1 22800 1 22803 2 22809 2 22816 1 23054 2 23060 2 23308 2 23316 1 23554 1 23559 2 23805 1 24304 1 29536 1 29785 2 29788 2 30034 1 30036 1 30038 1 30040 1 30287 2 30308 2 30534 2 30537 1 30539 1 30788 2 31288 2 31295 1 34288 1 34535 1 35038 2 35288 2 38552 1 39052 1 39552 1 39554 1 39556 1 39800 1 39803 1 40050 1 40053 2 40059 1 40301 1 40318 1 40567 1 40800 1 40815 1 41052 1 41068 5 41074 2 41301 1 41303 2 41316 1 41320 1 41327 1 41551 1 41553 1 41567 1 41800 4 41821 1 41823 2 42051 1 42053 2 42069 1 42072 1 42319 4 42325 1 42329 1 42552 2 42572 1 42576 2 42800 1 42815 2 42825 4 43070 1 43073 3 43078 1 43083 1 43315 3 43320 1 43322 2 43328 1 43333 1 43564 2 43567 1 43569 2 43572 1 43577 1 43580 2 43585 1 43815 1 43818 2 43823 1 43831 1 44064 1 44067 4 44075 1 44083 1 44314 1 44316 5 44325 3 44331 3 44576 2 44835 1 45085 1 45820 1 46080 1 46581 1
test_mask_108,1253 1 16351 2 16383 1 16581 1 16584 1 16601 1 16626 1 16632 2 18319 3 18569 2 18600 1 19070 2 19315 1 19565 1 19568 3 19591 1 19661 1 19663 2 19692 1 19694 2 19816 2 19820 1 19843 1 19916 1 19924 2 19934 2 19942 1 19945 3 20185 1 20193 2 20314 2 20319 2 20429 2 20432 1 20439 3 20449 1 20467 1 20566 4 20660 1 20673 1 20678 3 20683 1 20686 1 20691 3 20697 1 20710 1 20718 1 20919 1 20931 1 20933 3 20941 1 21159 1 21167 1 21169 1 21177 1 21180 1 21186 1 21190 3 21198 1 21200 1 21214 1 21299 1 21315 2 21424 2 21440 1 21556 1 21558 1 21679 1 21684 1 21710 1 21713 1 21800 3 21807 1 21818 2 21925 1 21956 1 21959 1 21963 1 22051 3 22068 1 22209 1 22302 4 22316 1 22430 1 22433 1 22460 2 22464 1 22548 1 22550 1 22553 2 22557 1 22566 1 22569 1 22704 1 22709 1 22713 1 22800 1 22803 1 22809 1 22816 1 22959 1 23061 1 23210 1 23311 1 23554 1 23800 1 24548 1 25801 2 26052 1 26300 1 26303 1 26550 1 26553 1 27288 1 28549 1 29525 1 29784 1 29789 1 30037 2 30282 1 30288 1 30534 2 30537 1 30789 1 31046 1 31295 1 31298 2 31301 2 31547 1 32050 1 32299 1 32301 1 32549 1 32551 1 33553 1 33801 1 34037 1 34051 1 34288 1 34290 1 35038 1 35288 2 36035 1 37536 1 38038 1 39800 1 41068 1 41714 1 41817 1 41821 1 42319 2 42322 1 42443 1 42446 1 42459 1 42571 1 42815 3 42944 1 42952 1 42960 1 43078 1 43203 1 43570 2 43581 1 43695 1 43820 1 43825 1 44327 1
test_mask_109,1253 1 1456 1 10088 1 10586 1 10838 1 11081 1 12575 1 18036 2 18287 3 18532 1 18534 1 18537 2 18597 1 18784 2 18787 1 18789 1 18834 1 19289 1 19536 1 19538 2 19789 1 20028 1 20336 1 20535 1 20587 1 20776 1 21036 1 22036 1 22288 1 22537 2 22784 1 26034 1 28526 1 29525 1 38038 1 38287 2 39800 1 40050 1 40319 1 40567 1 40815 1 40827 1 41069 1 41072 1 41074 1 41076 1 41327 1 41820 1 41823 1 41831 3 42072 2 42319 1 42322 1 42350 1 42353 1 42570 2 42828 1 42835 1 42858 1
test_mask_110,1253 1 12122 1 16595 1 18052 1 20567 1 29705 1 29784 1 32044 1 35288 1 41074 1 41327 1 42315 1 42319 1 42322 1 42571 1 42816 1 43078 1 43093 1 43581 1 43597 1 43872 1 44081 1 44342 1 44358 1 51002 1
test_mask_111,754 1 1253 1 1331 1 1378 1 15570 1 15820 1 15850 1 16070 1 16083 1 16314 1 16320 1 16340 1 16351 2 16356 1 16569 2 16581 1 16584 1 16588 1 16601 1 16606 1 16621 1 16809 1 16846 1 17315 3 17347 1 17565 1 17806 2 17815 5 18008 1 18051 2 18066 4 18302 1 18315 6 18550 1 18553 2 18557 1 18563 1 18565 2 18568 3 18800 2 18803 1 18805 2 18815 4 19038 2 19053 3 19060 1 19069 1 19311 2 19315 2 19536 1 19538 2 19554 1 19560 3 19778 1 19812 1 20028 1 20262 1 20276 2 20283 1 20293 1 20304 2 20507 1 20527 1 20535 1 20541 1 20543 1 20548 1 20558 1 20755 1 20776 2 21001 1 21003 1 21036 1 21041 1 21254 1 21278 1 21285 1 21294 1 21786 1 21791 1 22036 1 22287 1 22296 1 22534 1 22785 1 22787 1 22789 1 23039 1 23292 1 23540 1 23544 2 23547 1 23793 1 23796 1 24043 2 24292 1 24294 1 24542 1 24796 1 29536 1 29784 1 29786 1 29788 1 30034 1 30036 3 30286 3 30535 1 31286 1 31288 2 31539 1 31788 1 32034 1 32036 1 32038 1 32286 1 32288 1 32751 1 32786 1 33034 1 33536 1 33538 1 33786 1 33788 2 34036 3 34288 1 34534 2 34539 1 34789 1 35038 2 35289 1 37536 1 37787 1 38038 1 38285 1 38539 1 38789 1 39298 1 39798 1 39800 1 39802 1 40050 1 40052 2 40501 1 40551 1 40799 2 41003 1 41052 1 41288 1 41298 1 41301 1 41303 2 41508 1 41536 1 41551 1 41553 1 41787 1 41800 3 42038 1 42050 5 42285 1 42300 1 42551 2 43038 2 44501 1 51002 1 52253 1
test_mask_112,1253 1 10213 1 13869 1 16119 1 16139 1 16149 1 16168 1 16170 1 16201 1 16351 2 16382 3 16387 1 16414 1 16418 1 16446 1 16584 1 16632 1 16669 1 16700 1 16842 1 16873 2 16904 2 16936 1 16967 1 17091 2 17122 3 17153 3 17185 2 17373 1 17405 1 17593 1 17624 1 17629 1 17631 1 17635 1 17640 1 17655 1 17660 1 17816 1 17847 4 17878 1 17880 2 17890 1 18067 3 18098 3 18130 3 18318 4 18343 2 18346 1 18351 1 18355 1 18375 1 18377 1 18381 1 18406 1 18418 1 18569 2 18572 1 18592 2 18595 1 18600 2 18604 2 18626 1 18632 1 18635 1 18637 1 18654 1 18666 3 18818 2 18821 2 18850 1 18855 1 18879 1 18881 1 18886 1 18917 1 19070 1 19126 1 19128 1 19130 1 19136 1 19316 1 19339 1 19372 1 19378 2 19403 1 19565 1 19568 4 19591 1 19630 1 19659 1 19663 1 19668 1 19815 3 19820 1 19843 1 19916 1 20069 1 20088 1 20119 1 20165 1 20314 2 20318 3 20440 1 20553 1 20563 1 20566 5 20589 1 20626 1 20629 1 20660 1 20810 2 20813 3 20834 1 20840 1 20871 1 20873 1 20912 1 20915 1 20920 1 21066 1 21124 1 21159 1 21167 1 21169 1 21180 1 21315 1 21420 1 21553 1 21556 1 21558 2 21562 1 21566 2 21576 1 21671 1 21800 3 21817 3 22052 2 22066 4 22304 1 22307 2 22314 4 22548 1 22553 2 22557 1 22565 5 22803 2 22809 2 22815 2 23061 1 23308 2 23554 1 23559 2 23801 1 23805 1 24298 1 24302 3 24548 1 24553 1 24811 1 25552 1 25561 2 25801 2 25804 1 26051 2 26301 1 26550 2 27288 2 27538 1 29786 1 29788 2 30037 1 30040 1 30058 2 30288 1 30307 2 30535 1 30537 1 30539 2 30557 2 30789 1 31041 1 31295 1 32050 1 32299 1 34288 1 34290 1 35038 1 35288 2 35539 1 36035 1 37536 1 37788 1 38038 1 38287 1 39800 1 41070 1 41074 1 41800 1 41802 1 41813 1 42054 1 42072 1 42315 1 42319 2 42322 1 42571 1 42817 1 43570 1 43819 2 44069 2 44327 1 44329 1 44577 1 45076 1 45567 1 45575 1 45819 2 48100 1 48107 1 48138 1 48881 2 48887 1 49128 1 49145 1 49395 1 49644 2 49647 1 49882 1 49885 1 49893 2 49897 1 49916 1 50128 1 50132 1 50162 1 50383 1 50629 2 50638 1 50644 1 51002 1 51128 1 51374 1 51382 1 51409 1 51414 1 51876 1 51882 1 51913 1 52131 1 52157 1 52162 1
test_mask_113,1253 1 16083 1 16092 1 16334 1 16339 1 16351 1 16584 3 16588 1 16601 1 16829 1 16834 1 16841 1 17084 1 17089 1 17091 1 17347 1 17597 1 17842 1 17850 1 17853 1 18131 1 18319 2 18332 2 18351 1 18569 2 18572 1 18574 1 18596 1 18600 1 18604 1 18831 1 18856 1 19070 1 19100 1 19316 1 19339 1 19347 1 19565 1 19568 3 19574 1 19591 1 19598 1 19815 3 19820 2 20063 2 20068 3 20088 1 20314 2 20318 2 20563 1 20566 5 20574 1 20649 1 20652 1 20837 1 20902 4 21065 3 21149 1 21155 1 21315 2 21556 1 21558 2 21564 1 21567 2 21800 1 21806 1 21811 1 21816 5 22052 1 22066 4 22305 1 22307 3 22314 6 22553 2 22557 1 22565 5 22803 1 22810 1 22815 3 23054 2 23061 1 23308 2 23315 2 23559 2 23563 1 23805 1 24056 1 24308 1 24554 1 24811 1 25802 1 26307 1 29568 2 29817 2 30058 2 30066 3 30307 1 30316 2 30319 1 30553 1 31065 2 31806 1 34052 1 37318 2 37567 1 37816 3 38066 4 38815 1 38817 1 39818 3 40068 3 40319 1 40321 1 40567 1 40570 2 40815 2 40819 1 40827 2 41068 1 41071 2 41074 1 41076 1 41082 1 41320 1 41326 2 41820 2 41824 1 41827 1 42069 1 42072 1 42315 1 42322 1 42570 2 42817 1 42825 1 43078 1 44327 1
test_mask_114,1253 1 1331 1 1456 1 13838 1 16087 1 16118 1 16351 2 16383 1 16584 1 16595 1 16626 1 17092 1 17916 1 18068 1 18319 2 18569 2 19569 1 20558 1 20567 1 21556 1 21800 2 22052 2 22304 2 22308 1 22548 1 22553 2 22557 1 24304 1 24548 1 25802 1 26051 2 26054 1 26300 1 26302 3 26550 1 27289 1 27539 1 28035 1 28285 2 29536 1 29786 1 29788 1 30034 1 30036 2 30286 3 30535 1 30785 1 32035 2 34037 1 41069 1 41667 1 41820 1 42069 1 42072 1 42315 1 42570 1 51002 1
